nationality,arrival_airport_iata,departure_airport_iata,departure_year,departure_month,departure_day,departure_date,arrival_airport_description,departure_airport_description,arrival_city,departure_city,arrival_country_code,departure_country_code,arrival_country,departure_country,zone,entries,investigated,alarms,document_type,gender,age_group,transit_flag,airline,flight_number,control_outcome,operator_notes,risk_code,Tipo Documento,FASCIA ETA
ALB,CTA,LTN,2024,02,9,2024-02-09 07:30:00,FONTANAROSSA,LONDON LUTON,CATANIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,7,1,1,0,PERMESSO DI SOGGIORNO,M,N.D.,SINGOLA TRATTA,EASYJET,U22491,,,,PERMESSO DI SOGGIORNO,N.D.
ALB,FCO,DXB,2024,01,2,2024-01-02 08:55:00,FIUMICINO,DUBAI INTERNATIONAL,ROMA,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,5,1,1,1,N.D.,N.D.,46-60,SINGOLA TRATTA,EMIRATES,EK0097,OK,,,N.D.,46-60
ALB,VRN,STN,2024,02,3,2024-02-03 17:40:00,VERONA VILLAFRANCA,STANSTED,VERONA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,1,1,0,PERMESSO DI SOGGIORNO,N.D.,61+,SINGOLA TRATTA,RYANAIR DAC,FR2338,,,,PERMESSO DI SOGGIORNO,61+
ALB,BLQ,RMO,2024,01,19,2024-01-19 20:00:00,GUGLIELMO MARCONI,CHISINAU INTERNATIONAL AIRPORT,BOLOGNA,CHISINAU,ITA,MDA,ITALIA,MOLDAVIA,8,1,1,1,N.D.,M,46-60,SINGOLA TRATTA,,H40485,FERMATO,,,N.D.,46-60
ALB,TSF,TIA,2024,01,25,2024-01-25 15:30:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,50,50,5,PASSAPORTO,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W44809,RESPINTO,,,PASSAPORTO,46-60
ALB,VCE,STN,2024,02,12,2024-02-12 07:20:00,VENEZIA MARCO POLO,STANSTED,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,1,1,1,CARTA D'IDENTITÀ,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR0792,RESPINTO,,,CARTA D'IDENTITÀ,0-17
ALB,PSA,TIA,2024,01,23,2024-01-23 21:00:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,80,80,20,CARTA D'IDENTITÀ,F,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR-8391,OK,,,CARTA D'IDENTITÀ,N.D.
ALB,BGY,TIA,2024,01,4,2024-01-04 06:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,117,117,21,PERMESSO DI SOGGIORNO,N.D.,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W43845,RESPINTO,,,PERMESSO DI SOGGIORNO,N.D.
AFG,TRS,STN,2024,01,16,2024-01-16 06:45:00,RONCHI DEI LEGIONARI,STANSTED,TRIESTE,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,1,3,2,N.D.,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR0168,SEGNALATO,,,N.D.,0-17
ALB,BLQ,IAD,2024,01,11,2024-01-11 08:40:00,GUGLIELMO MARCONI,WASHINGTON DULLES INTERNATIONAL,BOLOGNA,WASHINGTON,ITA,USA,ITALIA,STATI UNITI,8,2,2,0,PASSAPORTO,M,N.D.,SINGOLA TRATTA,BRITISH AIRWAYS,BA0540,,,,PASSAPORTO,N.D.
ALB,VRN,TIA,2024,01,1,2024-01-01 21:05:00,VERONA VILLAFRANCA,RINAS MOTHER TERESA,VERONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,103,103,19,PASSAPORTO,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W43849,FERMATO,,,PASSAPORTO,61+
ALB,MXP,IST,2024,02,13,2024-02-13 15:50:00,MALPENSA,HAVALIMANI,MILANO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,1,1,0,VISTO,M,46-60,SINGOLA TRATTA,TURKISH AIRLINES,TK1875,RESPINTO,,,VISTO,46-60
ALB,MXP,EWR,2024,02,4,2024-02-04 18:05:00,MALPENSA,NEWARK LIBERTY INTERNATIONAL,MILANO,NEWARK,ITA,USA,ITALIA,STATI UNITI,2,3,3,0,N.D.,M,31-45,SINGOLA TRATTA,UNITED AIRLINES,UA0019,,,,N.D.,31-45
ALB,FCO,SIN,2024,01,26,2024-01-26 08:55:00,FIUMICINO,CHANGI,ROMA,SINGAPORE,ITA,SGP,ITALIA,SINGAPORE,5,1,1,0,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,EMIRATES,EK0097,RESPINTO,,,PERMESSO DI SOGGIORNO,18-30
ARE,BGY,SHJ,2024,01,14,2024-01-14 07:15:00,ORIO AL SERIO,SHARJAH,BERGAMO,SHARJAH,ITA,AE,ITALIA,EMIRATI ARABI UNITI,2,3,3,0,N.D.,F,46-60,SINGOLA TRATTA,AIR ARABIA,G90710,FERMATO,,,N.D.,46-60
ALB,FCO,SAW,2023,01,8,2024-01-08 11:20:00,FIUMICINO,SABIHA GOKCEN,ROMA,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,5,1,1,0,VISTO,F,0-17,SINGOLA TRATTA,TURKISH AIRLINES,TK7660,OK,,,VISTO,0-17
ALB,BGY,STN,2024,02,20,2024-02-20 10:10:00,ORIO AL SERIO,STANSTED,BERGAMO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,1,N.D.,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR2738,FERMATO,,,N.D.,46-60
ALB,MXP,HKT,2024,02,21,2024-02-21 23:45:00,MALPENSA,PHUKET INTERNATIONAL,MILANO,PHUKET,ITA,THA,ITALIA,THAILANDIA,2,1,1,1,VISTO,M,31-45,SINGOLA TRATTA,SINGAPORE AIRLINES,SQ0378,OK,,,VISTO,31-45
ALB,FCO,TIA,2024,01,9,2024-01-09 05:35:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,21,0,0,PERMESSO DI SOGGIORNO,F,18-30,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,,,,PERMESSO DI SOGGIORNO,18-30
ALB,BGY,AMM,2024,02,10,,ORIO AL SERIO,QUEEN ALIA INTERNATIONAL,BERGAMO,AMMAN,ITA,JOR,ITALIA,GIORDANIA,2,8,8,0,PASSAPORTO,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR3155,IN ATTESA,,,PASSAPORTO,0-17
ALB,VCE,STN,2024,01,4,2024-01-04 07:55:00,VENEZIA MARCO POLO,STANSTED,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,3,3,0,N.D.,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR0792,FERMATO,,,N.D.,46-60
ALB,BLQ,TIA,2024,02,4,2024-02-04 18:55:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,66,66,12,VISTO,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43877,,,,VISTO,0-17
ALB,BGY,SAW,2024,02,14,2024-02-14 14:00:00,ORIO AL SERIO,SABIHA GOKCEN,BERGAMO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,7,7,2,CARTA D'IDENTITÀ,M,18-30,SINGOLA TRATTA,PEGASUS AIRLINES,PC1213,RESPINTO,,,CARTA D'IDENTITÀ,18-30
ALB,FCO,DPS,2024,02,29,2024-02-29 02:25:00,FIUMICINO,NGURAH RAI INTERNATIONAL,ROMA,DENPASAR,ITA,IDN,ITALIA,INDONESIA,5,1,1,0,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,ETIHAD AIRWAYS,EY0085,OK,,,CARTA D'IDENTITÀ,61+
ALB,BLQ,TIA,2024,01,18,2024-01-18 18:10:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,120,120,16,PERMESSO DI SOGGIORNO,N.D.,61+,SINGOLA TRATTA,RYANAIR DAC,FR8399,OK,,,PERMESSO DI SOGGIORNO,61+
ALB,BRI,TIA,2024,02,20,2024-02-20 16:40:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,44,44,5,CARTA D'IDENTITÀ,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,N.D.,SEGNALATO,,,CARTA D'IDENTITÀ,0-17
ALB,VCE,NBO,2024,02,27,2024-02-27 09:35:00,VENEZIA MARCO POLO,JOMO KENYATTA INTERNATIONAL,VENEZIA,NAIROBI,ITA,KEN,ITALIA,KENYA,4,1,1,0,N.D.,M,0-17,SINGOLA TRATTA,EMIRATES,EK0135,OK,,,N.D.,0-17
ALB,FLR,LGW,2024,01,20,2024-01-20 15:02:00,FIRENZE PERETOLA,LONDON GATWICK,FIRENZE,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,1,1,0,CARTA D'IDENTITÀ,M,46-60,SINGOLA TRATTA,VUELING AIRLINES,VY6207,RESPINTO,,,CARTA D'IDENTITÀ,46-60
ALB,CIA,TIA,2024,02,27,2024-02-27 08:25:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,81,81,11,CARTA D'IDENTITÀ,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR8360,IN ATTESA,,,CARTA D'IDENTITÀ,31-45
AFG,BGY,SAW,2024,01,28,2024-01-28 11:50:00,ORIO AL SERIO,SABIHA GOKCEN,BERGAMO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,2,2,1,PERMESSO DI SOGGIORNO,,18-30,SINGOLA TRATTA,TURKISH AIRLINES,TK7794,OK,,,PERMESSO DI SOGGIORNO,18-30
ALB,GOA,TIA,2024,01,10,2024-01-10 11:15:00,CRISTOFORO COLOMBO,RINAS MOTHER TERESA,GENOVA,TIRANA,ITA,AL,ITALIA,ALBANIA,1,130,130,20,,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46637,,,,N.D.,46-60
AFG,FCO,SJJ,2024,02,2,2024-02-02 18:05:00,FIUMICINO,SARAJEVO,ROMA,SARAJEVO,ITA,BIH,ITALIA,BOSNIA HERZEGOVINA,5,1,1,0,N.D.,M,0-17,SINGOLA TRATTA,AIR SERBIA,JU0534,,,,N.D.,0-17
ALB,FCO,JFK,2024,02,1,2024-02-01 17:55:00,FIUMICINO,JOHN F KENNEDY INTERNATIONAL,ROMA,NEW YORK,ITA,USA,ITALIA,STATI UNITI,5,1,1,0,N.D.,F,46-60,SINGOLA TRATTA,TURKISH AIRLINES,TK1863,OK,,,N.D.,46-60
AGO,MXP,LAD,2024,02,27,2024-02-27 00:15:00,MALPENSA,4 DE FEVEREIRO,MILANO,LUANDA,ITA,AGO,ITALIA,ANGOLA,2,3,3,0,N.D.,M,61+,SINGOLA TRATTA,ETHIOPIAN AIRLINES,ET0738,RESPINTO,,,N.D.,61+
ALB,BLQ,TIA,2024,01,27,2024-01-27 11:20:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,105,105,9,N.D.,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46681,IN ATTESA,,,N.D.,61+
ALB,CIA,TIA,2024,02,26,2024-02-26 19:45:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,60,60,8,N.D.,M,18-30,SINGOLA TRATTA,RYANAIR DAC,FR8360,,,,N.D.,18-30
N.D.,TSF,TIA,2024,02,5,2024-02-05 06:50:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,34,34,10,N.D.,F,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W43851,OK,,,N.D.,18-30
ALB,NAP,TIA,2024,01,12,2024-01-12 10:30:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,82,82,85,VISTO,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W44825,RESPINTO,,,VISTO,18-30
ALB,MXP,JFK,2024,01,6,2024-01-22 22:20:00,MALPENSA,JOHN F KENNEDY INTERNATIONAL,MILANO,NEW YORK,ITA,USA,ITALIA,STATI UNITI,2,2,2,0,VISTO,F,0-17,SINGOLA TRATTA,N.D.,EK0206,RESPINTO,,R3,VISTO,0-17
ALB,FCO,TIA,2024,02,27,2024-02-27 15:45:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,15,15,2,PASSAPORTO,F,0-17,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,SEGNALATO,,,PASSAPORTO,0-17
,CIA,TIA,2024,01,12,2024-01-12 18:55:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,83,83,8,PASSAPORTO,N.D.,31-45,SINGOLA TRATTA,RYANAIR DAC,N.D.,,,,PASSAPORTO,31-45
ALB,BGY,TNG,2024,02,23,2024-02-23 16:50:00,ORIO AL SERIO,IBN BATOUTA,BERGAMO,TANGIER,ITA,MAR,ITALIA,MAROCCO,2,2,2,0,N.D.,M,61+,SINGOLA TRATTA,RYANAIR DAC,FR3451,IN ATTESA,,,N.D.,61+
ALB,NAP,TIA,2024,01,14,2024-01-14 16:55:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,1,1,0,PERMESSO DI SOGGIORNO,N.D.,61+,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,FERMATO,,,PERMESSO DI SOGGIORNO,61+
ALB,BGY,TIA,2024,02,22,2024-02-22 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,55,55,9,CARTA D'IDENTITÀ,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43885,RESPINTO,,,CARTA D'IDENTITÀ,46-60
ALB,BGY,TIA,2024,01,2,2024-01-02 14:55:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,68,68,15,VISTO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43869,,,,VISTO,31-45
ALB,BLQ,SSH,2024,01,13,2024-01-13 14:35:00,GUGLIELMO MARCONI,SHARM EL-SHEIKH INTERNATIONAL,BOLOGNA,SHARM EL SHEIKH,ITA,EGY,ITALIA,EGITTO,8,2,2,0,N.D.,F,31-45,SINGOLA TRATTA,NEOS S.P.A.,NO6589,OK,,,N.D.,31-45
ALB,BGY,TIA,2024,02,12,2024-02-12 11:15:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,57,57,15,PASSAPORTO,M,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W43885,FERMATO,,,PASSAPORTO,N.D.
ALB,GOA,TIA,2024,01,14,2024-01-14 16:55:00,CRISTOFORO COLOMBO,RINAS MOTHER TERESA,GENOVA,TIRANA,ITA,ALB,ITALIA,ALBANIA,1,11,11,1,VISTO,F,46-60,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,,,,VISTO,46-60
ALB,MXP,DXB,2024,01,6,,MALPENSA,DUBAI INTERNATIONAL,MILANO,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,2,2,2,1,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,EMIRATES,EK0091,,,,PERMESSO DI SOGGIORNO,18-30
,BGY,TIA,2024,01,2,2024-01-02 10:15:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,99,99,19,CARTA D'IDENTITÀ,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR8350,,,,CARTA D'IDENTITÀ,31-45
ALB,VRN,TIA,2024,01,12,2024-01-12 17:00:00,VERONA VILLAFRANCA,RINAS MOTHER TERESA,VERONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,111,111,17,N.D.,F,46-60,SINGOLA TRATTA,ALBAWINGS,2B0235,,,,N.D.,46-60
ALB,FCO,TIA,2024,01,5,,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,137,137,10,VISTO,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W43857,FERMATO,,,VISTO,18-30
ALB,PSA,TIA,2024,01,3,2024-01-03 16:30:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,74,74,11,PERMESSO DI SOGGIORNO,M,61+,SINGOLA TRATTA,AIR ALBANIA,,SEGNALATO,,,PERMESSO DI SOGGIORNO,61+
ALB,CTA,TIA,2024,01,7,2024-01-07 22:05:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,26,,,CARTA D'IDENTITÀ,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8370,,,,CARTA D'IDENTITÀ,0-17
N.D.,FCO,KBL,2024,01,2,,FIUMICINO,KHWAJA RAWASH,ROMA,KABUL,ITA,AFG,ITALIA,AFGHANISTAN,5,1,1,0,CARTA D'IDENTITÀ,,31-45,SINGOLA TRATTA,EMIRATES,EK0097,,,,CARTA D'IDENTITÀ,31-45
AFG,MXP,LHR,2024,02,17,2024-02-17 07:35:00,MALPENSA,LONDON HEATHROW,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,5,5,0,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,BRITISH AIRWAYS,BA0572,SEGNALATO,,,PERMESSO DI SOGGIORNO,18-30
ALB,MXP,SSH,2024,01,7,2024-01-09 14:05:00,MALPENSA,SHARM EL-SHEIKH INTERNATIONAL,MILANO,SHARM EL SHEIKH,ITA,EGY,ITALIA,EGITTO,2,4,4,2,N.D.,M,31-45,SINGOLA TRATTA,EASYJET EUROPE,EC3892,RESPINTO,,,N.D.,31-45
ALB,CIA,TIA,2024,02,24,2024-02-24 19:25:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,69,69,13,CARTA D'IDENTITÀ,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR8360,RESPINTO,,,CARTA D'IDENTITÀ,46-60
ALB,BGY,MAN,2024,01,2,2024-01-02 11:35:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2,2,2,0,N.D.,M,61+,SINGOLA TRATTA,RYANAIR DAC,FR3216,OK,,,N.D.,61+
ALB,FCO,TIA,2024,02,17,2024-02-17 15:45:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,9,9,1,N.D.,M,18-30,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,RESPINTO,,,N.D.,18-30
ALB,PSA,STN,2024,02,2,,GALILEO GALILEI,STANSTED,PISA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,3,3,0,PASSAPORTO,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR0586,FERMATO,,,PASSAPORTO,46-60
ALB,BLQ,IST,2024,01,23,2024-01-23 17:35:00,GUGLIELMO MARCONI,HAVALIMANI,BOLOGNA,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,8,1,0,0,,F,0-17,SINGOLA TRATTA,TURKISH AIRLINES,TK1325,FERMATO,,,PERMESSO DI SOGGIORNO,0-17
ALB,CIY,TIA,2024,01,16,2024-01-16 12:55:00,COMISO,RINAS MOTHER TERESA,COMISO,TIRANA,ITA,AL,ITALIA,ALBANIA,7,72,72,7,N.D.,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46673,,,,N.D.,31-45
N.D.,BGY,AMM,2024,02,13,2024-02-13 21:00:00,ORIO AL SERIO,QUEEN ALIA INTERNATIONAL,BERGAMO,AMMAN,ITA,JOR,ITALIA,GIORDANIA,2,1,1,0,VISTO,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR3155,,,,VISTO,46-60
ALB,BLQ,SSH,2024,02,25,2024-02-25 15:35:00,GUGLIELMO MARCONI,SHARM EL-SHEIKH INTERNATIONAL,BOLOGNA,SHARM EL SHEIKH,ITA,EGY,ITALIA,EGITTO,8,6,6,1,PASSAPORTO,M,N.D.,SINGOLA TRATTA,NEOS S.P.A.,NO7619,IN ATTESA,,,PASSAPORTO,N.D.
ALB,FCO,LHR,2024,02,16,2024-02-16 08:45:00,FIUMICINO,LONDON HEATHROW,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,0,N.D.,F,18-30,SINGOLA TRATTA,BRITISH AIRWAYS,BA0554,,,,N.D.,18-30
ALB,BGY,STN,2024,02,3,2024-02-03 12:00:00,ORIO AL SERIO,STANSTED,BERGAMO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,3,3,1,N.D.,M,18-30,SINGOLA TRATTA,,N.D.,SEGNALATO,,,N.D.,18-30
ALB,PSA,TIA,2024,02,27,2024-02-27 21:30:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,71,71,19,VISTO,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR8391,RESPINTO,,,VISTO,46-60
ALB,NAP,TIA,2024,02,29,2024-02-29 05:35:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,3,6,0,N.D.,M,N.D.,SINGOLA TRATTA,ITA AIRWAYS,AZ-0507,RESPINTO,,,N.D.,N.D.
ALB,MXP,HKT,2024,02,25,2024-02-25 03:10:00,MALPENSA,PHUKET INTERNATIONAL,MILANO,PHUKET,ITA,THA,ITALIA,THAILANDIA,2,1,1,0,N.D.,M,61+,SINGOLA TRATTA,ETIHAD AIRWAYS,EY0081,SEGNALATO,,,N.D.,61+
ALB,BLQ,STN,2024,02,17,2024-02-17 17:00:00,GUGLIELMO MARCONI,STANSTED,BOLOGNA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,2,2,0,N.D.,M,61+,SINGOLA TRATTA,RYANAIR DAC,FR1194,SEGNALATO,,,N.D.,61+
AFG,BGY,IKA,2024,02,26,2024-02-26 11:10:00,ORIO AL SERIO,IMAM KHOMEINI INTERNATIONAL,BERGAMO,TEHRAN,ITA,IRN,ITALIA,IRAN,2,1,1,0,PASSAPORTO,M,N.D.,SINGOLA TRATTA,TURKISH AIRLINES,N.D.,OK,,,PASSAPORTO,N.D.
ALB,BDS,STN,2024,01,26,2024-01-26 08:50:00,PAPOLA CASALE,STANSTED,BRINDISI,LONDRA,ITA,GB,ITALIA,REGNO UNITO,9,1,1,0,VISTO,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR2475,FERMATO,,,VISTO,0-17
ALB,NAP,MIA,2024,01,20,2024-01-20 19:50:00,NAPOLI CAPODICHINO,MIAMI INTERNATIONAL,NAPOLI,MIAMI,ITA,USA,ITALIA,STATI UNITI,6,1,1,0,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,ITA AIRWAYS,AZ0631,FERMATO,,,CARTA D'IDENTITÀ,61+
ALB,AOI,TIA,2023,02,11,2024-02-11 11:15:00,FALCONARA,RINAS MOTHER TERESA,ANCONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,88,89,22,N.D.,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W43855,RESPINTO,,,N.D.,61+
N.D.,MXP,TIA,2024,01,20,2024-01-20 12:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,44,44,8,VISTO,M,31-45,SINGOLA TRATTA,AIR ALBANIA,ZB2003,,,,VISTO,31-45
ALB,VCE,STN,2024,02,23,2024-02-23 11:00:00,VENEZIA MARCO POLO,STANSTED,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,2,3,0,VISTO,M,18-30,SINGOLA TRATTA,RYANAIR DAC,FR0794,,,,VISTO,18-30
ALB,BLQ,SAW,2024,01,1,2024-01-01 11:30:00,GUGLIELMO MARCONI,SABIHA GOKCEN,BOLOGNA,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,8,1,1,0,N.D.,F,61+,SINGOLA TRATTA,PEGASUS AIRLINES,PC1217,OK,,,N.D.,61+
ALB,TRN,TIA,2024,01,16,2024-01-16 06:55:00,SANDRO PERTINI,RINAS MOTHER TERESA,TORINO,TIRANA,ITA,ALB,ITALIA,ALBANIA,1,117,117,17,VISTO,N.D.,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46603,OK,,,VISTO,46-60
AFG,MXP,LTN,2024,02,15,2024-02-15 17:35:00,MALPENSA,LONDON LUTON,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,PERMESSO DI SOGGIORNO,M,46-60,SINGOLA TRATTA,EASYJET,U22485,SEGNALATO,,,PERMESSO DI SOGGIORNO,46-60
AFG,BGY,STN,2024,02,11,,ORIO AL SERIO,STANSTED,BERGAMO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR3674,FERMATO,,,PERMESSO DI SOGGIORNO,31-45
ALB,TRS,TIA,2024,02,3,2024-02-03 16:20:00,RONCHI DEI LEGIONARI,RINAS MOTHER TERESA,TRIESTE,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,65,65,4,N.D.,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W44835,SEGNALATO,,,N.D.,0-17
N.D.,MXP,PVG,2024,02,17,2024-02-17 01:45:00,MALPENSA,PU DONG,MILANO,SHANGHAI,ITA,CHN,ITALIA,CINA,2,3,3,5,PASSAPORTO,F,46-60,SINGOLA TRATTA,AIR CHINA,CA0967,,,,PASSAPORTO,46-60
ALB,NAP,TIA,2024,01,10,2024-01-10 05:35:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,2,0,2,N.D.,M,61+,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,FERMATO,,,N.D.,61+
ALB,BGY,TIA,2024,02,18,2024-02-18 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,53,53,13,CARTA D'IDENTITÀ,M,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR8350,FERMATO,,,CARTA D'IDENTITÀ,N.D.
ALB,MXP,HKT,2024,01,26,2024-01-26 14:45:00,MALPENSA,PHUKET INTERNATIONAL,MILANO,PHUKET,ITA,THA,ITALIA,THAILANDIA,2,1,1,1,N.D.,F,31-45,SINGOLA TRATTA,ETIHAD AIRWAYS,EY0079,RESPINTO,,,N.D.,31-45
